scenario,method,sat,rho,inside_percent,rmse,mae,overshoot_percent,mean_u,mean_du,max_du,changed
Nominal,PPO,1,0.031532405328099915,100.0,0.005999168777390491,0.005978716397061416,-0.15324053280999123,0.09502563417578737,0.0001896680620357469,0.014317043125629425,0
Nominal,CONF,1,0.031532405328099915,100.0,0.005999168777390491,0.005978716397061416,-0.15324053280999123,0.09502563417578737,0.0001896680620357469,0.014317043125629425,0
Nominal,GENAI,0,-0.3470980348089888,0.0,0.280939522009927,0.2716546812804621,37.70980348089888,0.29991666666666666,8.347245409015024e-05,0.04999999999999999,600
Stress,PPO,0,-0.06448694178516082,69.39999999999999,0.039958747927086084,0.027293069048356818,5.1008883029947025,0.17196875146590174,0.07565548876067235,0.7240529954433441,0
Stress,CONF,0,-0.06458562623143911,64.4,0.04288982270185505,0.030270422675045403,6.490795944664692,0.14824469973295926,0.013650614759559825,0.030000000000000027,205
Stress,GENAI,0,-0.06011258813703121,70.6,0.035039151887248196,0.02346033133442396,5.6185801819864265,0.18214917572339373,0.032132233773826166,0.25000000000000006,192
