method,sat,rho,rmse,overshoot,mean_du,max_du,changed
PPO,0,-0.055807491982545795,0.04594212186453986,0.0858074919825458,0.08240577979681886,0.7841099500656128,0
PPO+CONF,0,-0.055807491982545795,0.049560623376321465,0.0858074919825458,0.014085626912634439,0.030000000000000027,233
PPO+GENAI,0,-0.055807491982545795,0.049963930337322916,0.0858074919825458,0.03156139733596318,0.08000000000000002,345
